id,code,kind,parent_id:id,sequence,name,plain_label,name_en,featured,active,description,hint_terms
spec_bakery_production_planning,bakery-production-planning,competency,spec_management_leadership,100,برنامه‌ریزیِ تولیدِ روزانه‌ی نان و شیرینی,برنامه تولید,Bakery production planning,0,1,بر پایه‌ی سفارش‌ها و فروشِ روزهای پیش مقدارِ هر محصول، ترتیبِ کار، زمانِ خمیر و فر و نیروی لازم را برنامه‌ریزی می‌کند.,برنامه تولید سفارش روزانه پیش بینی فروش
spec_bakery_sales_associate,bakery-sales-associate,role,spec_bakery_pastry,60,کارشناسِ فروشِ نانوایی و قنادی,فروش شیرینی,Bakery and pastry sales associate,1,1,پشتِ پیشخوانِ قنادی یا نانواییِ فانتزی مشتری را راهنمایی می‌کند، شیرینی را وزن و بسته می‌کند، ویترین را می‌چیند و پول می‌گیرد. «کارشناس» گفته می‌شود چون این کار شناختِ محصول و راهنماییِ مشتری می‌خواهد.,فروشنده قنادی فروشنده شیرینی فروشی فروشنده نانوایی صندوقدار قنادی شیرینی فروش
spec_bakery_oven_operator,bakery-oven-operator,role,spec_bakery_pastry,20,اپراتورِ فرِ نانوایی و قنادی,مسئول فر,Bakery oven operator,0,1,فر را روشن و تنظیم می‌کند، سینی‌ها را در زمانِ درست بار و خالی می‌کند و پخت و ایمنیِ گاز را زیرِ نظر دارد.,فرکار مسئول فر فر چی تنورکار
spec_bakery_packer,bakery-packer,role,spec_bakery_pastry,30,بسته‌بندِ نان و شیرینی,بسته‌بندی,Bakery packer,0,1,نان، کیک و شیرینی را سرد و سالم در جعبه و کیسه می‌چیند، وزن و برچسب می‌زند و برای فروش یا ارسال آماده می‌کند.,جعبه چین بسته بندی شیرینی کارگر بسته بندی کیسه کش نان
spec_bakery_production_supervisor,bakery-production-supervisor,role,spec_bakery_pastry,40,سرپرستِ تولیدِ نانوایی و قنادی,سرپرست تولید,Bakery production supervisor,0,1,شیفتِ تولیدِ نان یا شیرینی را اداره می‌کند: برنامه‌ی تولید، تقسیمِ کار، کنترلِ کیفیت، ایمنی و گزارشِ روزانه.,سرپرست کارگاه سرشیفت تولید مسئول تولید قنادی
spec_bakery_quality_controller,bakery-quality-controller,role,spec_bakery_pastry,50,کارشناسِ کنترلِ کیفیتِ نان و شیرینی,کنترل کیفیت,Bakery quality controller,0,1,مواد اولیه و محصول را نمونه‌گیری، وزن و ارزیابیِ حسی می‌کند، سوابقِ ایمنیِ غذا را ثبت و محصولِ نامناسب را متوقف می‌کند.,کنترل کیفی قنادی QC نان مسئول فنی کارگاه شیرینی
spec_bakery_product_developer,bakery-product-developer,role,spec_bakery_pastry,60,کارشناسِ توسعه‌ی محصولِ نان و شیرینی,محصول تازه,Bakery product developer,0,1,نان، کیک یا شیرینیِ تازه طراحی می‌کند، فرمول را آزمون و برای تولیدِ انبوه و ماندگاری آماده می‌کند.,فرمولاسیون شیرینی تحقیق و توسعه قنادی R&D نان
spec_bakery_manager,bakery-manager,role,spec_bakery_pastry,70,مدیرِ نانوایی یا قنادی,مدیر قنادی,Bakery and pastry shop manager,0,1,یک نانوایی، قنادی یا بستنی‌فروشی را اداره می‌کند: فروش، تولید، خرید، هزینه، نیرو، مجوزها و رضایتِ مشتری.,مدیر قنادی مدیر نانوایی صاحب قنادی مدیر شیرینی فروشی
spec_roastery_fire_gas_safety,roastery-fire-gas-safety,competency,spec_workplace_safety,100,ایمنیِ آتش و گاز در برشته‌کاری,ایمنیِ رُستری,Roastery fire and gas safety,0,1,پیشگیری از آتش‌گرفتنِ پوسته و دودکش، واکنش به آتش در دیگ، بررسیِ نشتِ گاز، تهویه و خطرِ مونوکسیدکربن، و جای درستِ کپسولِ آتش‌نشانی.,آتش سوزی رستر نشت گاز دودکش رستر مونوکسید کربن کپسول آتش نشانی
spec_coffee_tea_import_compliance,coffee-tea-import-compliance,competency,spec_legal_compliance,100,مقرراتِ واردات و پروانهٔ قهوه و چای,مجوزهای قهوه و چای,Coffee and tea import and licensing compliance,0,1,آشنایی با پروانهٔ ساخت و بهره‌برداری از سازمانِ غذا و دارو، استانداردهای ملیِ قهوه و چای، برچسب‌گذاریِ قانونی و مراحلِ ترخیصِ گمرکی.,پروانه ساخت سازمان غذا و دارو استاندارد ملی ترخیص کالا کد بهداشتی سیب سلامت
spec_coffee_bean_retail_guidance,coffee-bean-retail-guidance,competency,spec_sales_cash,100,راهنماییِ خریدارِ دانهٔ قهوه و چای,فروشِ دانه و چای,Coffee bean and tea retail guidance,0,1,پرسیدن از روشِ دم‌آوریِ مشتری، پیشنهادِ دانه یا چای، آسیاب‌کردن به درشتیِ مناسبِ دستگاهِ او و توضیحِ نگهداری در خانه.,فروش قهوه آسیاب برای موکاپات قهوه برای خانه فروش چای عطاری چای
spec_product_demonstration,product-demonstration,competency,spec_sales_cash,100,معرفی و نمایشِ محصولِ نوشیدنی,معرفیِ محصول,Beverage product demonstration,0,1,معرفیِ یک برندِ قهوه، چای یا دستگاه به کافه‌ها و مشتری‌ها، اجرای جلسهٔ چشیدن، پاسخ به پرسش‌ها و ثبتِ بازخورد.,برند امبسادور نماینده فروش تستینگ نمایشگاه قهوه
spec_tobacco_control_compliance,tobacco-control-compliance,competency,spec_legal_compliance,100,رعایتِ قانونِ کنترلِ دخانیات,قانونِ دخانیات,Tobacco control law compliance,0,1,دانستنِ قانونِ جامعِ کنترل و مبارزهٔ ملی با دخانیات و آیین‌نامه‌هایش: ممنوعیتِ عرضه به زیرِ ۱۸ سال، مجوزِ عرضه، ممنوعیتِ مصرف در فضای عمومیِ بسته بدونِ مجوز و برخورد با بازرسی.,قانون دخانیات مجوز قلیان ممنوعیت قلیان بازرسی بهداشت زیر ۱۸ سال
spec_hookah_hygiene_coal_safety,hookah-hygiene-coal-safety,competency,spec_workplace_safety,100,بهداشتِ قلیان و ایمنیِ زغال,بهداشتِ قلیان,Hookah hygiene and coal safety,0,1,شستنِ شیلنگ، کوزه و سر پس از هر مهمان یا به‌کاربردنِ شیلنگ و سرِ یک‌بارمصرف، روشن‌کردن و جابه‌جاکردنِ ایمنِ زغال، و هوشیاری به نشانه‌های گازگرفتگی.,شستن قلیان شیلنگ یکبار مصرف زغال داغ گازگرفتگی سرگیجه
spec_beverage_costing,beverage-costing,competency,spec_finance_cost,100,قیمت‌تمام‌شدهٔ نوشیدنی,حسابِ هزینهٔ نوشیدنی,Beverage costing,0,1,حساب‌کردنِ هزینهٔ هر فنجان یا لیوان از گرمِ قهوه، میلی‌لیترِ شیر، سیروپ، لیوان و درب، با درنظرگرفتنِ دورریز، و مقایسه با قیمتِ فروش.,قیمت تمام شده هزینه هر فنجان درصد هزینه دورریز شیر فود کاست
spec_guest_beverage_guidance,guest-beverage-guidance,competency,spec_guest_service,100,راهنماییِ مهمان در انتخابِ نوشیدنی,راهنماییِ مهمان,Guiding guests on beverages,0,1,پرسیدن از سلیقهٔ مهمان، توضیحِ ساده دربارهٔ طعمِ دانه یا چای بدونِ واژه‌های سخت، پیشنهادِ جایگزین برای کسی که شیر، کافئین یا قند نمی‌خورد، و گرفتنِ بازخورد.,بی کافئین پیشنهاد نوشیدنی قهوه بدون شیر رژیمی بدون قند
spec_barista_curriculum_teaching,barista-curriculum-teaching,competency,spec_teaching_training,100,آموزشِ باریستایی,آموزشِ باریستا,Barista training delivery,0,1,برنامه‌ریزیِ دورهٔ باریستایی از پایه تا پیشرفته، نشان‌دادنِ کار و تمرینِ عملی، سنجیدنِ مهارتِ کارآموز و آموزش به کسانی که آهسته‌تر می‌خوانند یا تجربه ندارند.,دوره باریستا مدرس باریستا کلاس قهوه آموزش قهوه کارگاه لاته آرت
spec_barista_trainee,barista-trainee,role,spec_bar,10,کارآموزِ باریستا,کارآموزِ قهوه,Trainee barista,0,1,کسی که تازه کارِ بار را شروع کرده و زیرِ نظرِ باریستا اسپرسو، شیر و نوشیدنی‌های ساده را می‌آموزد، بار را آماده و تمیز نگه می‌دارد و به سفارش‌ها کمک می‌کند.,کمک باریستا باریستای تازه کار کافی من کارآموز کافه دستیار بار
spec_barista,barista,role,spec_bar,10,باریستا,باریستا,Barista,1,1,آماده‌کردنِ قهوه و نوشیدنی‌های گرم و سرد پشتِ بار، تنظیمِ آسیاب، بخاردادنِ شیر، پذیراییِ مهمان و تمیز نگه‌داشتنِ دستگاه‌ها در طولِ نوبت.,قهوه چی کافی من قهوه ساز بار من کافه کار
spec_senior_barista,senior-barista,role,spec_bar,30,باریستای ارشد,باریستای باتجربه,Senior barista,0,1,باریستای باتجربه‌ای که کیفیتِ روزانهٔ قهوه را کنترل می‌کند، آسیاب را هر صبح تنظیم می‌کند، کارآموزان را راهنمایی می‌کند و در ساعتِ شلوغ بار را جلو می‌برد.,باریستا حرفه ای باریستای سینیور
spec_head_barista,head-barista,role,spec_bar,40,سرباریستا,سرباریستا,Head barista,0,1,مسئولِ کیفیت و دستورِ نوشیدنی‌های یک کافه: تعیینِ دستورِ روز، آموزشِ همکاران، سفارشِ قهوه و شیر، هماهنگی با برشته‌کار و رسیدگی به نگهداریِ دستگاه‌ها.,هد باریستا سر بار مسئول بار
spec_bar_supervisor,bar-supervisor,role,spec_bar,50,سرپرستِ بار,سرپرستِ بار,Bar supervisor,0,1,سرپرستیِ نوبتِ بار در کافه، هتل یا رستورانِ بزرگ: تقسیمِ کار، کنترلِ سرعت و کیفیت، رسیدگی به گلهٔ مهمان، شمارشِ موجودی و تحویلِ نوبت.,سوپروایزر بار سرپرست کافه شیفت لیدر بار
spec_brew_bar_barista,brew-bar-barista,role,spec_bar,60,باریستای قهوهٔ دمی و اسپشیالتی,قهوهٔ دمی,Brew-bar and specialty coffee barista,0,1,دم‌آوریِ قهوهٔ تک‌خاستگاه با روش‌های دستی مثلِ V60، کمکس، ایروپرس و سایفون، توضیحِ طعم و خاستگاهِ دانه به مهمان، و سنجشِ عصاره با رفرکتومتر.,قهوه دمی باریستای اسپشیالتی برو بار وی شصت کمکس ایروپرس سایفون
spec_non_alcoholic_mixologist,non-alcoholic-mixologist,role,spec_bar,70,میکسولوژیستِ نوشیدنیِ بدونِ الکل,موکتل‌ساز,Non-alcoholic mixologist,0,1,طراحی و ساختنِ نوشیدنی‌های ترکیبیِ بدونِ الکل، از موهیتو و لیموناد تا نوشیدنی‌های ویژهٔ منو، با سیروپ و تزئینِ خانگی و اندازه‌گیریِ دقیق.,موکتل ساز میکسولوژیست بارتندر بدون الکل نوشیدنی ساز
spec_soda_fountain_attendant,soda-fountain-attendant,role,spec_bar,80,متصدیِ نوشابه و نوشیدنی‌های گازدار,نوشابه و سودا,Soda fountain attendant,0,1,کار با دستگاهِ نوشابه و آبِ گازدار در فست‌فود، سینما یا رستوران: پُرکردنِ لیوان، تعویضِ کیسهٔ شربت و کپسولِ گاز، و شستنِ نازل‌ها.,نوشابه سودا دستگاه نوشابه نوشیدنی فست فود
spec_bar_back,bar-back,role,spec_bar,60,دستیارِ بار,دستیارِ بار,Bar back,1,1,پشتیبانیِ باریستا و همکارانِ بار: آوردنِ یخ، شیر، لیوان و مواد از انبار، شستن و چیدنِ ظرف‌ها، خالی‌کردنِ تُفاله و آماده نگه‌داشتنِ ایستگاه.,بار بک کمک بار پادو بار نیروی کمکی کافه
spec_beverage_runner,beverage-runner,role,spec_bar,100,مسئولِ رساندنِ نوشیدنی,رساندنِ نوشیدنی,Beverage runner,0,1,رساندنِ نوشیدنی‌های آماده از بار به میزِ درست، جمع‌کردنِ ظرف‌های خالی و خبردادنِ درخواست‌های مهمان به بار.,رانر نوشیدنی رسان گارسون بار
spec_beverage_manager,beverage-manager,role,spec_bar,110,مدیرِ بخشِ نوشیدنی,مدیرِ نوشیدنی,Beverage manager,0,1,مدیریتِ همهٔ نوشیدنی‌های یک هتل، زنجیرهٔ کافه یا رستورانِ بزرگ: منو و قیمت، خرید و تأمین‌کننده، هزینه، استانداردِ کیفیت، آموزش و برنامهٔ نوبتِ همکاران.,مدیر بار مدیر کافه بیوریج منیجر مدیر نوشیدنی هتل
spec_coffee_cart_operator,coffee-cart-operator,role,spec_bar,120,متصدیِ کافهٔ سیار,کافهٔ سیار,Mobile coffee cart operator,0,1,ادارهٔ کافهٔ سیار، ون یا غرفهٔ قهوه در خیابان، پارک، نمایشگاه یا مراسم: راه‌اندازیِ برق و آب، ساختنِ نوشیدنی، فروش و جمع‌کردنِ غرفه.,کافه سیار ون قهوه غرفه قهوه فود تراک قهوه کافه وانتی
spec_breakfast_beverage_attendant,breakfast-beverage-attendant,role,spec_bar,130,مسئولِ ایستگاهِ نوشیدنیِ صبحانه,نوشیدنیِ صبحانه,Breakfast beverage station attendant,0,1,آماده و پُرنگه‌داشتنِ چای، قهوه، شیر و آبمیوه در صبحانهٔ هتل، بیمارستان، اداره یا مراسم، و پاسخ به درخواستِ نوشیدنیِ ویژهٔ مهمان.,بوفه صبحانه مسئول چای هتل آبدارخانه آبدارچی کلمن چای
spec_coffee_vending_attendant,coffee-vending-attendant,role,spec_bar,140,متصدیِ دستگاه‌های قهوهٔ خودکار,دستگاهِ قهوه,Coffee vending machine attendant,0,1,سرکشی به دستگاه‌های قهوهٔ خودکار در اداره، دانشگاه یا ایستگاه: پُرکردنِ مواد و لیوان، اجرای شستشو، جمع‌کردنِ درآمد و گزارشِ خرابی.,وندینگ دستگاه قهوه اداری دستگاه سکه ای قهوه
spec_beverage_menu_developer,beverage-menu-developer,role,spec_bar,150,طراحِ منوی نوشیدنی,طراحِ منو,Beverage menu developer,0,1,طراحیِ نوشیدنی‌های تازه و منوی فصلی برای کافه‌ها و رستوران‌ها، با آزمونِ دستور، حسابِ هزینه، نوشتنِ دستورِ استاندارد و آموزشِ آن به بار.,منو دیزاینر طراح نوشیدنی آر اند دی بار
spec_coffee_trainer,coffee-trainer,role,spec_bar,160,مدرسِ باریستایی,مدرسِ قهوه,Coffee and barista trainer,0,1,آموزشِ باریستایی از پایه تا پیشرفته در آموزشگاه، زنجیرهٔ کافه یا برشته‌کاری: اسپرسو، شیر، دم‌آوری، کیفیت و نگهداریِ دستگاه، با تمرینِ عملی و سنجشِ کارآموز.,مدرس باریستا استاد قهوه آموزشگاه باریستا ترینر قهوه
spec_specialty_coffee_consultant,specialty-coffee-consultant,role,spec_bar,170,مشاورِ راه‌اندازیِ کافه,مشاورِ کافه,Specialty coffee consultant,0,1,کمک به راه‌اندازی یا بهترکردنِ کافه: انتخابِ دستگاه و دانه، چیدمانِ بار، منو و قیمت، دستورِ نوشیدنی و آموزشِ اولیهٔ همکاران.,مشاوره کافه راه اندازی کافه کافه کانسالتنت
spec_gahwa_maker,gahwa-maker,role,spec_bar,180,قهوه‌سازِ سنتی (قهوهٔ عربی و ترک),قهوهٔ سنتی,Traditional coffee maker (gahwa and Turkish coffee),0,1,آماده‌کردن و پذیراییِ قهوهٔ عربیِ هل‌دار به شیوهٔ جنوبِ ایران و قهوهٔ ترک در قهوه‌خانه، هتل، مراسم و سوگواری‌ها، با آدابِ ریختن و تعارف.,قهوه چی قهوه عربی قهوه بوشهری دله قهوه ترک قهوه مجلسی
spec_coffee_tea_retail_specialist,coffee-tea-retail-specialist,role,spec_bar,190,کارشناسِ فروشِ قهوه و چای,فروشِ قهوه و چای,Coffee and tea retail specialist,0,1,فروشِ دانهٔ قهوه، چای، دمنوش و وسایلِ دم‌آوری در فروشگاه یا برشته‌کاری، راهنماییِ خریدار، آسیاب به سفارش و نگهداریِ تازگیِ کالا.,فروشنده قهوه قهوه فروشی چای فروشی عطاری
spec_malt_beverage_brewer,malt-beverage-brewer,role,spec_production,70,تولیدکنندهٔ ماءالشعیر,ماءالشعیر,Non-alcoholic malt beverage brewer,0,1,کار در تولیدِ ماءالشعیر و نوشیدنی‌های مالتِ بدونِ الکل: ماشینگ، جوشاندن، صاف‌کردن، طعم‌دادن، گازدار و پاستوریزه‌کردن، و کنترلِ کیفیت.,ماءالشعیر نوشیدنی مالت کارخانه نوشابه
spec_greeting_and_seating,greeting-and-seating,competency,spec_guest_service,100,خوشامدگویی و راهنماییِ مهمان به میز,خوشامد و نشاندن,Greeting and seating guests,0,1,مهمان را با روی خوش پذیرفتن، تعدادِ نفرات و خواسته‌اش را پرسیدن و او را به میزِ مناسب رساندن. میزها را طوری پخش می‌کند که به هر بخشِ سالن به اندازه برسد.,خوشامدگویی نشاندن مهمان راهنمایی به میز
spec_reservation_systems,reservation-systems,competency,spec_guest_service,100,کار با سامانه‌ی رزرو,ثبتِ رزرو,Reservation systems,0,1,رزروِ میز را تلفنی، حضوری یا از سامانه‌ی آنلاین ثبت، تأیید و جابه‌جا کردن، و میزها را برای ساعت‌های شلوغ برنامه‌ریزی کردن. شامل یادداشتِ خواسته‌های ویژه و پیگیریِ نیامدن‌ها.,رزرو رزرو میز دفتر رزرو بوک کردن
spec_waitlist_management,waitlist-management,competency,spec_guest_service,100,مدیریتِ صفِ انتظار,نوبت‌دادن,Waitlist management,0,1,وقتی سالن پر است، نام و تعدادِ مهمانان را نوشتن، زمانِ انتظار را درست گفتن و به نوبت خبر دادن. مهمان باید بداند چقدر منتظر می‌ماند.,لیست انتظار نوبت صف رستوران
spec_queue_management,queue-management,competency,spec_guest_service,100,مدیریتِ صف,نظم‌دادن به صف,Queue management,0,1,صفِ مشتریان را در پیشخوان، سلف یا مراسم منظم و محترمانه پیش بردن، و به سالمند، بیمار یا خانواده‌ی با کودکِ کوچک توجه کردن.,صف نوبت شلوغی
spec_table_setting,table-setting,competency,spec_guest_service,100,میزآرایی,چیدنِ میز,Table setting,0,1,چیدنِ درستِ رومیزی، بشقاب، قاشق و چنگال، لیوان و دستمال برای هر نوع سرو، از میزِ ساده‌ی روزانه تا میزِ رسمیِ مراسم. شامل تاکردنِ دستمال و مرتب‌بودنِ همه‌ی میزها مثلِ هم.,میز آرایی چیدن میز ست کردن میز دستمال تاکردن میزچینی
spec_service_sequence,service-sequence,competency,spec_guest_service,100,ترتیب و زمان‌بندیِ سرو,ترتیبِ سرو,Service order and sequence,0,1,دانستنِ اینکه چه چیزی، کِی و از کدام سمت سرو یا جمع شود: نوشیدنی، پیش‌غذا، غذای اصلی، دسر و چای. غذای همه‌ی یک میز باید با هم برسد.,ترتیب سرو سرویس دهی سمت سرو
spec_plate_carrying,plate-carrying,competency,spec_guest_service,100,حملِ چند بشقاب با دست,بشقاب‌گرفتن,Carrying plates,0,1,حملِ دو یا سه بشقاب با یک دست بدونِ لمسِ غذا و لبه‌ی بشقاب، و گذاشتنِ آن جلوی مهمان بدونِ ریختن. کمرِ خود را هم آسیب نمی‌زند.,سه بشقاب حمل بشقاب بشقاب گرفتن
spec_table_clearing,table-clearing,competency,spec_guest_service,100,جمع‌آوری و آماده‌کردنِ دوباره‌ی میز,جمع‌کردنِ میز,Clearing and resetting tables,0,1,ظرف‌های خالی را بی‌صدا و بدونِ عجله‌دادن به مهمان جمع کردن، پس‌مانده‌ها را جدا کردن، میز را تمیز و ضدعفونی کردن و برای مهمانِ بعد دوباره چیدن.,جمع کردن میز باسر میز جمع کن ریست میز
spec_menu_explanation,menu-explanation,competency,spec_guest_service,100,توضیحِ منو به مهمان,توضیحِ غذاها,Explaining the menu,0,1,غذاها را با کلماتِ ساده توصیف کردن: از چه ساخته شده، چطور پخته شده، چه اندازه است و چقدر طول می‌کشد، و بر پایه‌ی سلیقه‌ی مهمان پیشنهاد دادن بی‌آنکه فشار آورد.,معرفی غذا پیشنهاد غذا توضیح منو
spec_dietary_allergen_communication,dietary-allergen-communication,competency,spec_guest_service,100,گفت‌وگو درباره‌ی حساسیتِ غذایی و رژیم,پرسیدنِ حساسیت,Special-diet and allergen communication,0,1,از مهمان درباره‌ی حساسیت یا رژیم (گیاه‌خواری، بدونِ گلوتن، دیابت، کم‌نمک) پرسیدن، آن را دقیق به آشپزخانه رساندن و هرگز حدس نزدن. اگر مطمئن نیست، می‌پرسد.,آلرژی حساسیت غذایی گیاهخواری بدون گلوتن رژیم
spec_bill_splitting,bill-splitting,competency,spec_sales_cash,100,صدورِ صورت‌حساب و تقسیمِ آن,تقسیمِ حساب,Presenting and splitting bills,0,1,صورت‌حساب را درست و در زمانِ مناسب آوردن، آن را میانِ چند نفر به دلخواهِ آن‌ها تقسیم کردن و پرداختِ ترکیبیِ نقد و کارت را بی‌اشتباه ثبت کردن.,صورتحساب دنگی تقسیم حساب فاکتور میز
spec_tipping_etiquette_iran,tipping-etiquette-iran,competency,spec_sales_cash,100,آداب و شفافیتِ انعام در ایران,انعام,Tipping etiquette in Iran,0,1,انعام را محترمانه پذیرفتن یا تعارف را درست پاسخ دادن، و دانستنِ اینکه انعامِ مشترک چطور و با چه شفافیتی میانِ همکارانِ آن شیفت تقسیم می‌شود. انعام هیچ‌وقت درخواست نمی‌شود.,انعام تیپ شیرینی حق سرویس
spec_de_escalation,de-escalation,competency,spec_guest_service,100,آرام‌کردنِ مهمانِ ناراضی یا عصبانی,آرام‌کردنِ مهمان,Handling difficult guests,0,1,با مهمانی که عصبانی، مست، بی‌احترام یا پرخاشگر است آرام و محترمانه رفتار کردن، گوش دادن، مرز گذاشتن و وقتی لازم است سرپرست را صدا زدن. امنیتِ خود و دیگران اول است.,مشتری بدقلق مشتری عصبانی دعوا بحث با مشتری
spec_reading_guest_cues,reading-guest-cues,competency,spec_guest_service,100,خواندنِ نشانه‌های رفتاریِ مهمان,فهمیدنِ حالِ مهمان,Reading guest cues,0,1,از نگاه، حرکتِ دست یا بسته‌شدنِ منو فهمیدن که مهمان آماده‌ی سفارش است، چیزی لازم دارد یا می‌خواهد تنها باشد.,توجه به مهمان حواس جمعی
spec_accessible_service,accessible-service,competency,spec_guest_service,100,پذیرایی از مهمانانِ دارای معلولیت,پذیراییِ دسترس‌پذیر,Accessibility and serving guests with disabilities,0,1,از مهمانی که با ویلچر، عصای سفید، سمعک یا سگِ راهنما می‌آید با احترام پذیرایی کردن: اول می‌پرسد چه کمکی لازم است، مسیر را باز می‌کند، منو را می‌خواند و با خودِ مهمان حرف می‌زند نه همراهش.,معلولیت ویلچر کم بینا ناشنوا توان‌یاب دسترس پذیری
spec_sign_language_basics,sign-language-basics,competency,spec_communication_languages,100,آشنایی با زبانِ اشاره‌ی ایرانی,زبانِ اشاره,Basic Persian Sign Language,0,1,چند اشاره‌ی ساده برای خوشامد، سفارش، پرداخت و تشکر به زبانِ اشاره‌ی ایرانی، تا مهمانِ ناشنوا بی‌واسطه سفارش دهد.,زبان اشاره ناشنوا کم شنوا
spec_arabic_for_hospitality,arabic-for-hospitality,competency,spec_communication_languages,100,عربیِ کاربردی برای پذیرایی,عربیِ پذیرایی,Arabic for hospitality,0,1,جمله‌های لازم برای خوشامد، توضیحِ غذا و پرداخت به عربی، برای پذیرایی از زائران و مهمانانِ عرب‌زبان در شهرهایی مثلِ مشهد و قم.,عربی زائر مهمان عرب
spec_families_and_children,families-and-children,competency,spec_guest_service,100,پذیرایی از خانواده‌ها و کودکان,پذیرایی از بچه‌ها,Serving families and children,0,1,صندلیِ کودک آوردن، غذای داغ را دور از دستِ کودک گذاشتن، غذای کودک را زودتر آماده خواستن و با پدر و مادر درباره‌ی نیازِ کودک با حوصله حرف زدن.,کودک خانواده صندلی کودک منوی کودک
spec_cultural_sensitivity,cultural-sensitivity,competency,spec_guest_service,100,احترام به تفاوت‌های فرهنگی و دینیِ مهمانان,احترام به همه,Cultural and religious sensitivity,0,1,با مهمانانی از قومیت، زبان، دین و شهرهای گوناگون بی‌داوری و برابر رفتار کردن، و نیازهایی مثلِ حلال‌بودن، روزه، یا جای نماز را با احترام پاسخ دادن.,احترام تنوع فرهنگی مهمان خارجی
spec_silver_service,silver-service,competency,spec_guest_service,100,سروِ دیس به بشقاب (سیلور سرویس),سرو از دیس,Silver service,0,1,کشیدنِ غذا از دیس به بشقابِ مهمان سرِ میز با قاشق و چنگالِ سرو در یک دست، به شکلِ رسمی در ضیافت‌ها و هتل‌ها.,سیلور سرویس سرو رسمی سرو فرانسوی
spec_samovar_tea_service,samovar-tea-service,competency,spec_guest_service,100,سروِ چای به رسمِ ایرانی,چای‌دادن,Traditional Persian tea service,0,1,آوردنِ چای در استکان و نعلبکی با قند، نبات یا خرما، نگه‌داشتنِ سماور یا کتری روشن و تازه، و تعارف‌کردنِ چای به ترتیبِ درست در مجلس یا چای‌خانه.,چای ریز چایی دادن سماور قهوه چی استکان
spec_sofreh_service,sofreh-service,competency,spec_guest_service,100,پذیرایی سرِ سفره و تخت,پذیراییِ سفره,Floor-seating sofreh service,0,1,پهن‌کردنِ سفره روی تخت یا زمین، چیدنِ غذا، نان، سبزی و دوغ روی آن، و پذیرایی از مهمانانی که روی زمین نشسته‌اند بی‌آنکه از روی سفره رد شود.,سفره تخت سنتی سفره خانه سفره انداختن
spec_kitchen_floor_coordination,kitchen-floor-coordination,competency,spec_guest_service,100,هماهنگیِ سالن با آشپزخانه,هماهنگی با آشپزخانه,Kitchen and floor coordination,0,1,به آشپزخانه گفتن کِی مرحله‌ی بعدِ غذای یک میز را آماده کند، تأخیر را زود خبر دادن و غذای آماده را بی‌معطلی برداشتن تا سرد نشود.,سفارش به آشپزخانه پاس آماده باش
spec_opening_closing_sidework,opening-closing-sidework,competency,spec_guest_service,100,کارهای آماده‌سازی و بستنِ شیفت,آماده‌کردنِ سالن,Opening and closing side work,0,1,پیش از باز شدن: پرکردنِ نمک‌دان، دستمال، ادویه و آماده‌کردنِ ایستگاه‌ها؛ پس از بسته شدن: جمع‌کردن، شستن، شمارش و آماده گذاشتن برای شیفتِ بعد.,ساید ورک آماده سازی سالن بستن سالن
spec_glassware_cutlery_polishing,glassware-cutlery-polishing,competency,spec_cleaning_sanitation,100,براق‌کردنِ لیوان و قاشق‌وچنگال,برق‌انداختنِ ظرف,Polishing glassware and cutlery,0,1,لیوان، قاشق و چنگالِ شسته را با بخار و دستمالِ تمیز براق کردن، بدونِ گرفتنِ لبه‌ی لیوان یا سرِ قاشق، و کنار گذاشتنِ ظرفِ لب‌پریده.,پولیش برق انداختن لیوان ظرف لب پریده
spec_linen_handling,linen-handling,competency,spec_cleaning_sanitation,100,کار با رومیزی و دستمالِ پارچه‌ای,رومیزی,Linen handling,0,1,پهن‌کردنِ رومیزی بدونِ چین، جداکردنِ پارچه‌ی کثیف از تمیز، شمارشِ تحویل به رخت‌شوی‌خانه و تاکردنِ درستِ آن.,رومیزی دستمال سفره ملحفه میز لینن
spec_dining_area_cleaning,dining-area-cleaning,competency,spec_cleaning_sanitation,100,نظافتِ سالنِ پذیرایی در حینِ کار,تمیزکردنِ سالن,Dining-area cleaning during service,0,1,کف، میز، صندلی، صندلیِ کودک، منو و سرویسِ بهداشتیِ مهمانان را در حینِ کار تمیز نگه‌داشتن، بی‌آنکه مزاحمِ مهمان شود، و علامتِ کفِ خیس گذاشتن.,نظافت سالن تی کشیدن استیوارد نظافتچی
spec_emergency_guest_evacuation,emergency-guest-evacuation,competency,spec_workplace_safety,100,راهنماییِ مهمانان در شرایطِ اضطراری,خروجِ اضطراری,Guiding guests in emergencies,0,1,در آتش‌سوزی، زلزله یا قطعِ برق، آرام مهمانان را از راهِ خروجِ اضطراری بیرون راهنمایی کردن، به کسانی که کمک لازم دارند رسیدن و شمارش در محلِ تجمع.,زلزله تخلیه خروج اضطراری آتش سوزی
spec_vip_guest_handling,vip-guest-handling,competency,spec_guest_service,100,پذیرایی از مهمانانِ ویژه و ثابت,مهمانِ ویژه,VIP and regular guest care,0,1,به‌خاطر سپردنِ نام و سلیقه‌ی مهمانانِ همیشگی و ویژه، آماده‌کردنِ جایشان پیش از رسیدن و پذیراییِ آرام و بی‌سروصدا.,وی آی پی مهمان ویژه مشتری ثابت لانژ
